epoch,best_value,average_value
141,0.447711,14.757989
142,0.447711,19.207461
143,0.446117,19.461928
144,0.446117,13.614249
145,0.446117,13.630881
146,0.446117,14.241939
147,0.444239,27.575336
148,0.444239,17.729659
149,0.438381,12.658578
150,0.438381,14.601763
151,0.308189,26.659276
152,0.308189,23.710767
153,0.308039,12.009317
154,0.296292,17.029526
155,0.296292,22.599718
156,0.270284,24.315558
157,0.270284,16.546762
158,0.26801,11.768811
159,0.26801,23.391845
160,0.26801,18.049002
161,0.266277,22.953538
162,0.266277,13.315261
163,0.266277,11.592009
164,0.26562,15.614621
165,0.26562,19.992254
166,0.194065,15.846879
167,0.194065,23.383398
168,0.194065,12.860745
169,0.194065,15.299891
170,0.19354,24.416286
171,0.19354,13.719075
172,0.19354,18.236783
173,0.19354,13.833583
174,0.186841,25.348735
175,0.186841,11.094322
176,0.186841,17.51133
177,0.186841,16.892861
178,0.186841,39.775719
179,0.186841,31.623635
180,0.186841,11.007123
181,0.186841,13.0356
182,0.186841,10.492955
183,0.186841,16.350333
184,0.186841,21.137876
185,0.186841,15.580686
186,0.186841,17.254356
187,0.186841,14.842167
188,0.182071,19.810833
189,0.180284,13.516353
190,0.180284,18.195222
191,0.180284,13.568965
192,0.15625,17.31734
193,0.15625,19.830624
194,0.15625,23.438692
195,0.154716,18.303802
196,0.154716,9.795481
197,0.154716,12.685908
198,0.145406,17.17995
199,0.139057,13.769847
200,0.139057,13.685974
201,0.139057,17.80865
202,0.127149,18.109777
203,0.127149,20.646603
204,0.127052,23.115619
205,0.127052,25.837222
206,0.127052,22.137415
207,0.127052,30.689156
208,0.127052,14.874914
209,0.127052,13.612537
210,0.127052,15.271008
211,0.127052,12.76746
212,0.127052,18.462015
213,0.127052,14.423713
214,0.127052,23.063388
215,0.127052,15.122986
216,0.127052,15.690442
217,0.127052,14.474564
218,0.127052,17.833537
219,0.127052,32.191506
220,0.127052,23.769987
221,0.127052,19.197993
222,0.127052,13.808437
223,0.125186,14.31526
224,0.125186,24.852928
225,0.125186,15.925704
226,0.125186,17.587054
227,0.125186,14.906096
228,0.125186,13.103171
229,0.125186,7.93045
230,0.125186,16.639263
231,0.124493,11.96599
232,0.124171,22.576759
233,0.124171,15.958732
234,0.124171,13.364678
235,0.116277,14.264397
236,0.116277,22.381256
237,0.116277,19.226114
238,0.116277,31.988861
239,0.116277,10.181356
240,0.116277,12.853695
241,0.116277,14.90801
242,0.116277,17.133207
243,0.116277,18.053125
244,0.116277,15.04298
245,0.116277,13.416532
246,0.116277,13.271092
247,0.116277,11.878734
248,0.111854,13.774574
249,0.111854,21.902307
